lot,image_id,seed_image,seed_id,germination_observed,root_length_mm,germinated_root_gt_35mm
1,L1G10,s_23.png,L1G10_s_23.png,1,"4,5",0
1,L1G10,s_24.png,L1G10_s_24.png,1,28,0
1,L1G10,s_25.png,L1G10_s_25.png,1,"20,5",0
1,L1G10,s_31.png,L1G10_s_31.png,1,53,1
1,L1G10,s_32.png,L1G10_s_32.png,1,"42,7",1
1,L1G10,s_33.png,L1G10_s_33.png,1,"63,5",1
1,L1G10,s_34.png,L1G10_s_34.png,1,"22,3",0
1,L1G10,s_35.png,L1G10_s_35.png,1,"40,4",1
1,L1G10,s_41.png,L1G10_s_41.png,1,65,1
1,L1G10,s_42.png,L1G10_s_42.png,1,"55,4",1
1,L1G10,s_43.png,L1G10_s_43.png,1,"50,9",1
1,L1G10,s_44.png,L1G10_s_44.png,1,"31,4",0
1,L1G10,s_45.png,L1G10_s_45.png,1,"32,4",0
1,L1G10,s_51.png,L1G10_s_51.png,1,"65,4",1
1,L1G10,s_52.png,L1G10_s_52.png,1,"68,1",1
1,L1G10,s_53.png,L1G10_s_53.png,1,"57,1",1
1,L1G10,s_54.png,L1G10_s_54.png,1,"19,6",0
1,L1G10,s_55.png,L1G10_s_55.png,1,"37,5",1
1,L1G10,s_61.png,L1G10_s_61.png,1,"64,3",1
1,L1G10,s_62.png,L1G10_s_62.png,1,63,1
1,L1G10,s_63.png,L1G10_s_63.png,1,46,1
1,L1G10,s_64.png,L1G10_s_64.png,1,"38,6",1
1,L1G10,s_65.png,L1G10_s_65.png,1,"46,9",1
1,L1G10,s_71.png,L1G10_s_71.png,1,"75,1",1
1,L1G10,s_72.png,L1G10_s_72.png,1,"59,9",1
1,L1G10,s_73.png,L1G10_s_73.png,1,"42,7",1
1,L1G10,s_74.png,L1G10_s_74.png,1,"52,9",1
1,L1G10,s_75.png,L1G10_s_75.png,1,"43,8",1
1,L1G10,s_81.png,L1G10_s_81.png,1,"67,3",1
1,L1G10,s_82.png,L1G10_s_82.png,1,"52,3",1
1,L1G10,s_83.png,L1G10_s_83.png,1,"63,2",1
1,L1G10,s_84.png,L1G10_s_84.png,1,"58,3",1
1,L1G10,s_85.png,L1G10_s_85.png,1,"50,6",1
1,L1G10,s_91.png,L1G10_s_91.png,0,0,0
1,L1G10,s_92.png,L1G10_s_92.png,1,68,1
1,L1G10,s_93.png,L1G10_s_93.png,1,"78,4",1
1,L1G10,s_94.png,L1G10_s_94.png,1,"48,5",1
1,L1G10,s_95.png,L1G10_s_95.png,1,"57,7",1
1,L1G10,s_101.png,L1G10_s_101.png,1,"45,6",1
1,L1G10,s_102.png,L1G10_s_102.png,1,"73,1",1
1,L1G10,s_103.png,L1G10_s_103.png,1,"50,1",1
1,L1G10,s_104.png,L1G10_s_104.png,1,"62,3",1
1,L1G10,s_105.png,L1G10_s_105.png,1,"48,2",1
1,L1G11,s_11.png,L1G11_s_11.png,1,"46,8",1
1,L1G11,s_12.png,L1G11_s_12.png,1,"34,5",0
1,L1G11,s_13.png,L1G11_s_13.png,1,54,1
1,L1G11,s_14.png,L1G11_s_14.png,1,"12,8",0
1,L1G11,s_15.png,L1G11_s_15.png,1,"31,4",0
1,L1G11,s_21.png,L1G11_s_21.png,1,"41,4",1
1,L1G11,s_22.png,L1G11_s_22.png,1,28,0
1,L1G11,s_23.png,L1G11_s_23.png,1,52,1
1,L1G11,s_24.png,L1G11_s_24.png,1,"51,8",1
1,L1G11,s_25.png,L1G11_s_25.png,1,"36,5",1
1,L1G11,s_31.png,L1G11_s_31.png,1,"34,2",0
1,L1G11,s_32.png,L1G11_s_32.png,1,"30,8",0
1,L1G11,s_33.png,L1G11_s_33.png,1,"52,5",1
1,L1G11,s_34.png,L1G11_s_34.png,1,"38,3",1
1,L1G11,s_35.png,L1G11_s_35.png,1,"43,8",1
1,L1G11,s_41.png,L1G11_s_41.png,1,"46,5",1
1,L1G11,s_42.png,L1G11_s_42.png,1,"38,6",1
1,L1G11,s_43.png,L1G11_s_43.png,1,"19,8",0
1,L1G11,s_44.png,L1G11_s_44.png,1,"37,6",1
1,L1G11,s_45.png,L1G11_s_45.png,1,27,0
1,L1G11,s_51.png,L1G11_s_51.png,1,"50,6",1
1,L1G11,s_52.png,L1G11_s_52.png,1,"34,6",0
1,L1G11,s_53.png,L1G11_s_53.png,1,"39,6",1
1,L1G11,s_54.png,L1G11_s_54.png,1,45,1
1,L1G11,s_55.png,L1G11_s_55.png,1,"40,5",1
1,L1G11,s_61.png,L1G11_s_61.png,1,"49,4",1
1,L1G11,s_62.png,L1G11_s_62.png,1,"42,1",1
1,L1G11,s_63.png,L1G11_s_63.png,1,"48,8",1
1,L1G11,s_64.png,L1G11_s_64.png,1,"44,5",1
1,L1G11,s_65.png,L1G11_s_65.png,1,"34,3",0
1,L1G11,s_71.png,L1G11_s_71.png,1,"32,6",0
1,L1G11,s_72.png,L1G11_s_72.png,1,"48,2",1
1,L1G11,s_73.png,L1G11_s_73.png,1,"62,3",1
1,L1G11,s_74.png,L1G11_s_74.png,1,"43,3",1
1,L1G11,s_75.png,L1G11_s_75.png,1,"27,9",0
1,L1G11,s_81.png,L1G11_s_81.png,1,"33,9",0
1,L1G11,s_82.png,L1G11_s_82.png,1,"39,2",1
1,L1G11,s_83.png,L1G11_s_83.png,1,"44,4",1
1,L1G11,s_84.png,L1G11_s_84.png,0,0,0
1,L1G11,s_85.png,L1G11_s_85.png,1,"47,8",1
1,L1G11,s_91.png,L1G11_s_91.png,1,"33,9",0
1,L1G11,s_92.png,L1G11_s_92.png,1,"41,5",1
1,L1G11,s_93.png,L1G11_s_93.png,1,"35,7",1
1,L1G11,s_94.png,L1G11_s_94.png,1,"24,2",0
1,L1G11,s_95.png,L1G11_s_95.png,1,"33,8",0
1,L1G11,s_101.png,L1G11_s_101.png,1,44,1
1,L1G11,s_102.png,L1G11_s_102.png,1,"52,8",1
1,L1G11,s_103.png,L1G11_s_103.png,1,"33,4",0
1,L1G11,s_104.png,L1G11_s_104.png,1,"36,4",1
1,L1G11,s_105.png,L1G11_s_105.png,1,31,0
1,L1G12,s_11.png,L1G12_s_11.png,1,"65,8",1
1,L1G12,s_12.png,L1G12_s_12.png,1,"47,8",1
1,L1G12,s_13.png,L1G12_s_13.png,1,"54,9",1
1,L1G12,s_14.png,L1G12_s_14.png,1,61,1
1,L1G12,s_15.png,L1G12_s_15.png,1,"13,5",0
1,L1G12,s_21.png,L1G12_s_21.png,1,"38,6",1
1,L1G12,s_22.png,L1G12_s_22.png,1,"60,5",1
1,L1G12,s_23.png,L1G12_s_23.png,1,"52,5",1
1,L1G12,s_24.png,L1G12_s_24.png,1,"42,5",1
1,L1G12,s_25.png,L1G12_s_25.png,1,"47,9",1
1,L1G12,s_31.png,L1G12_s_31.png,1,"38,3",1
1,L1G12,s_32.png,L1G12_s_32.png,1,"52,7",1
1,L1G12,s_33.png,L1G12_s_33.png,1,"52,9",1
1,L1G12,s_34.png,L1G12_s_34.png,1,"56,5",1
1,L1G12,s_35.png,L1G12_s_35.png,1,"28,7",0
1,L1G12,s_41.png,L1G12_s_41.png,1,"52,5",1
1,L1G12,s_42.png,L1G12_s_42.png,1,"34,3",0
1,L1G12,s_43.png,L1G12_s_43.png,0,0,0
1,L1G12,s_44.png,L1G12_s_44.png,1,"55,6",1
1,L1G12,s_45.png,L1G12_s_45.png,1,"35,5",1
1,L1G12,s_51.png,L1G12_s_51.png,1,"17,9",0
1,L1G12,s_52.png,L1G12_s_52.png,1,"18,6",0
1,L1G12,s_53.png,L1G12_s_53.png,1,"62,4",1
1,L1G12,s_54.png,L1G12_s_54.png,1,"39,9",1
1,L1G12,s_55.png,L1G12_s_55.png,1,"49,3",1
1,L1G12,s_61.png,L1G12_s_61.png,1,62,1
1,L1G12,s_62.png,L1G12_s_62.png,1,"63,9",1
1,L1G12,s_63.png,L1G12_s_63.png,1,"52,1",1
1,L1G12,s_64.png,L1G12_s_64.png,1,43,1
1,L1G12,s_65.png,L1G12_s_65.png,1,"47,2",1
1,L1G12,s_71.png,L1G12_s_71.png,1,"52,3",1
1,L1G12,s_72.png,L1G12_s_72.png,1,"27,4",0
1,L1G12,s_73.png,L1G12_s_73.png,0,0,0
1,L1G12,s_74.png,L1G12_s_74.png,1,"62,3",1
1,L1G12,s_75.png,L1G12_s_75.png,1,39,1
1,L1G12,s_81.png,L1G12_s_81.png,1,"24,4",0
1,L1G12,s_82.png,L1G12_s_82.png,1,"41,8",1
1,L1G12,s_83.png,L1G12_s_83.png,1,"45,5",1
1,L1G12,s_84.png,L1G12_s_84.png,1,"57,6",1
1,L1G12,s_85.png,L1G12_s_85.png,1,"50,8",1
1,L1G12,s_91.png,L1G12_s_91.png,0,0,0
1,L1G12,s_92.png,L1G12_s_92.png,1,"67,1",1
1,L1G12,s_93.png,L1G12_s_93.png,1,"54,7",1
1,L1G12,s_94.png,L1G12_s_94.png,1,"38,2",1
1,L1G12,s_95.png,L1G12_s_95.png,1,"38,5",1
1,L1G12,s_101.png,L1G12_s_101.png,1,"61,1",1
1,L1G12,s_102.png,L1G12_s_102.png,1,"64,3",1
1,L1G12,s_103.png,L1G12_s_103.png,1,"72,6",1
1,L1G12,s_104.png,L1G12_s_104.png,1,"57,5",1
1,L1G12,s_105.png,L1G12_s_105.png,1,"34,3",0
1,L1G13,s_11.png,L1G13_s_11.png,1,"50,9",1
1,L1G13,s_12.png,L1G13_s_12.png,1,"48,1",1
1,L1G13,s_13.png,L1G13_s_13.png,1,"42,2",1
1,L1G13,s_14.png,L1G13_s_14.png,1,"50,8",1
1,L1G13,s_15.png,L1G13_s_15.png,1,43,1
1,L1G13,s_21.png,L1G13_s_21.png,1,"36,3",1
1,L1G13,s_22.png,L1G13_s_22.png,1,"33,2",0
1,L1G13,s_23.png,L1G13_s_23.png,1,"18,9",0
1,L1G13,s_24.png,L1G13_s_24.png,1,"51,6",1
1,L1G13,s_25.png,L1G13_s_25.png,0,0,0
1,L1G13,s_31.png,L1G13_s_31.png,1,"39,9",1
1,L1G13,s_32.png,L1G13_s_32.png,1,"13,4",0
1,L1G13,s_33.png,L1G13_s_33.png,1,"41,6",1
1,L1G13,s_34.png,L1G13_s_34.png,1,"52,4",1
1,L1G13,s_35.png,L1G13_s_35.png,1,"30,7",0
1,L1G13,s_41.png,L1G13_s_41.png,1,"31,1",0
1,L1G13,s_42.png,L1G13_s_42.png,1,"27,3",0
1,L1G13,s_43.png,L1G13_s_43.png,1,"43,4",1
1,L1G13,s_44.png,L1G13_s_44.png,1,54,1
1,L1G13,s_45.png,L1G13_s_45.png,1,"37,3",1
1,L1G13,s_51.png,L1G13_s_51.png,1,"43,7",1
1,L1G13,s_52.png,L1G13_s_52.png,1,"52,5",1
1,L1G13,s_53.png,L1G13_s_53.png,1,"46,6",1
1,L1G13,s_54.png,L1G13_s_54.png,1,"57,4",1
1,L1G13,s_55.png,L1G13_s_55.png,1,"57,1",1
1,L1G13,s_61.png,L1G13_s_61.png,1,"59,5",1
1,L1G13,s_62.png,L1G13_s_62.png,1,46,1
1,L1G13,s_63.png,L1G13_s_63.png,1,"48,6",1
1,L1G13,s_64.png,L1G13_s_64.png,1,"54,1",1
1,L1G13,s_65.png,L1G13_s_65.png,1,54,1
1,L1G13,s_71.png,L1G13_s_71.png,1,"59,7",1
1,L1G13,s_72.png,L1G13_s_72.png,1,"54,2",1
1,L1G13,s_73.png,L1G13_s_73.png,1,"52,9",1
1,L1G13,s_74.png,L1G13_s_74.png,1,"60,4",1
1,L1G13,s_75.png,L1G13_s_75.png,1,"66,3",1
1,L1G13,s_81.png,L1G13_s_81.png,1,"57,5",1
1,L1G13,s_82.png,L1G13_s_82.png,1,"53,2",1
1,L1G13,s_83.png,L1G13_s_83.png,1,"19,1",0
1,L1G13,s_84.png,L1G13_s_84.png,1,"52,9",1
1,L1G13,s_85.png,L1G13_s_85.png,1,"49,4",1
1,L1G13,s_91.png,L1G13_s_91.png,1,"32,3",0
1,L1G13,s_92.png,L1G13_s_92.png,1,"53,8",1
1,L1G13,s_93.png,L1G13_s_93.png,1,"60,2",1
1,L1G13,s_94.png,L1G13_s_94.png,1,49,1
1,L1G13,s_95.png,L1G13_s_95.png,1,"55,5",1
1,L1G13,s_101.png,L1G13_s_101.png,1,"38,4",1
1,L1G13,s_102.png,L1G13_s_102.png,1,"47,5",1
1,L1G13,s_103.png,L1G13_s_103.png,1,"38,8",1
1,L1G13,s_104.png,L1G13_s_104.png,1,"52,5",1
1,L1G13,s_105.png,L1G13_s_105.png,1,"35,5",1
1,L1G14,s_11.png,L1G14_s_11.png,1,"36,3",1
1,L1G14,s_12.png,L1G14_s_12.png,1,"35,2",1
1,L1G14,s_13.png,L1G14_s_13.png,1,"28,1",0
1,L1G14,s_14.png,L1G14_s_14.png,1,"35,9",1
1,L1G14,s_15.png,L1G14_s_15.png,1,"36,4",1
1,L1G14,s_21.png,L1G14_s_21.png,1,"45,1",1
1,L1G14,s_22.png,L1G14_s_22.png,1,"56,3",1
1,L1G14,s_23.png,L1G14_s_23.png,1,"14,8",0
1,L1G14,s_24.png,L1G14_s_24.png,1,"21,9",0
1,L1G14,s_25.png,L1G14_s_25.png,1,"14,1",0
1,L1G14,s_31.png,L1G14_s_31.png,1,"53,9",1
1,L1G14,s_32.png,L1G14_s_32.png,1,"47,1",1
1,L1G14,s_33.png,L1G14_s_33.png,1,"40,5",1
1,L1G14,s_34.png,L1G14_s_34.png,1,"42,9",1
1,L1G14,s_35.png,L1G14_s_35.png,1,"38,9",1
1,L1G14,s_41.png,L1G14_s_41.png,1,"46,1",1
1,L1G14,s_42.png,L1G14_s_42.png,1,"54,6",1
1,L1G14,s_43.png,L1G14_s_43.png,1,"42,4",1
1,L1G14,s_44.png,L1G14_s_44.png,1,"58,7",1
1,L1G14,s_45.png,L1G14_s_45.png,1,"46,6",1
1,L1G14,s_51.png,L1G14_s_51.png,1,"50,7",1
1,L1G14,s_52.png,L1G14_s_52.png,1,"46,1",1
1,L1G14,s_53.png,L1G14_s_53.png,1,"29,5",0
1,L1G14,s_54.png,L1G14_s_54.png,1,"58,1",1
1,L1G14,s_55.png,L1G14_s_55.png,1,"34,3",0
1,L1G14,s_61.png,L1G14_s_61.png,1,"27,5",0
1,L1G14,s_62.png,L1G14_s_62.png,1,"61,8",1
1,L1G14,s_63.png,L1G14_s_63.png,1,62,1
1,L1G14,s_64.png,L1G14_s_64.png,1,"36,3",1
1,L1G14,s_65.png,L1G14_s_65.png,1,"16,2",0
1,L1G14,s_71.png,L1G14_s_71.png,1,"14,6",0
1,L1G14,s_72.png,L1G14_s_72.png,1,"52,4",1
1,L1G14,s_73.png,L1G14_s_73.png,1,"54,2",1
1,L1G14,s_74.png,L1G14_s_74.png,1,"64,1",1
1,L1G14,s_75.png,L1G14_s_75.png,1,"51,4",1
1,L1G14,s_81.png,L1G14_s_81.png,1,"45,7",1
1,L1G14,s_82.png,L1G14_s_82.png,1,"58,2",1
1,L1G14,s_83.png,L1G14_s_83.png,1,"63,1",1
1,L1G14,s_84.png,L1G14_s_84.png,1,"69,2",1
1,L1G14,s_85.png,L1G14_s_85.png,0,0,0
1,L1G14,s_91.png,L1G14_s_91.png,1,"34,4",0
1,L1G14,s_92.png,L1G14_s_92.png,1,"59,8",1
1,L1G14,s_93.png,L1G14_s_93.png,1,"62,9",1
1,L1G14,s_94.png,L1G14_s_94.png,1,"56,3",1
1,L1G14,s_95.png,L1G14_s_95.png,1,"49,4",1
1,L1G14,s_101.png,L1G14_s_101.png,1,"40,3",1
1,L1G14,s_102.png,L1G14_s_102.png,1,"47,7",1
1,L1G14,s_103.png,L1G14_s_103.png,1,"61,2",1
1,L1G14,s_104.png,L1G14_s_104.png,1,"66,9",1
1,L1G14,s_105.png,L1G14_s_105.png,1,"53,5",1
1,L1G15,s_11.png,L1G15_s_11.png,1,"47,3",1
1,L1G15,s_12.png,L1G15_s_12.png,1,"67,2",1
1,L1G15,s_13.png,L1G15_s_13.png,1,"57,1",1
1,L1G15,s_14.png,L1G15_s_14.png,1,"39,5",1
1,L1G15,s_15.png,L1G15_s_15.png,1,"51,5",1
1,L1G15,s_21.png,L1G15_s_21.png,1,"39,1",1
1,L1G15,s_22.png,L1G15_s_22.png,1,"35,3",1
1,L1G15,s_23.png,L1G15_s_23.png,1,"38,3",1
1,L1G15,s_24.png,L1G15_s_24.png,1,"39,4",1
1,L1G15,s_25.png,L1G15_s_25.png,1,"32,6",0
1,L1G15,s_31.png,L1G15_s_31.png,1,46,1
1,L1G15,s_32.png,L1G15_s_32.png,1,"31,2",0
1,L1G15,s_33.png,L1G15_s_33.png,1,"51,4",1
1,L1G15,s_34.png,L1G15_s_34.png,1,"55,4",1
1,L1G15,s_35.png,L1G15_s_35.png,1,"50,5",1
1,L1G15,s_41.png,L1G15_s_41.png,1,"44,4",1
1,L1G15,s_42.png,L1G15_s_42.png,1,"45,4",1
1,L1G15,s_43.png,L1G15_s_43.png,1,54,1
1,L1G15,s_44.png,L1G15_s_44.png,1,"61,1",1
1,L1G15,s_45.png,L1G15_s_45.png,1,"58,3",1
1,L1G15,s_51.png,L1G15_s_51.png,1,"61,3",1
1,L1G15,s_52.png,L1G15_s_52.png,1,"46,5",1
1,L1G15,s_53.png,L1G15_s_53.png,1,"58,2",1
1,L1G15,s_54.png,L1G15_s_54.png,1,"56,5",1
1,L1G15,s_55.png,L1G15_s_55.png,1,"41,2",1
1,L1G15,s_61.png,L1G15_s_61.png,1,"39,9",1
1,L1G15,s_62.png,L1G15_s_62.png,1,"41,2",1
1,L1G15,s_63.png,L1G15_s_63.png,1,"52,9",1
1,L1G15,s_64.png,L1G15_s_64.png,1,"50,1",1
1,L1G15,s_65.png,L1G15_s_65.png,1,"53,8",1
1,L1G15,s_71.png,L1G15_s_71.png,1,"44,1",1
1,L1G15,s_72.png,L1G15_s_72.png,1,"57,9",1
1,L1G15,s_73.png,L1G15_s_73.png,1,"44,4",1
1,L1G15,s_74.png,L1G15_s_74.png,1,"55,9",1
1,L1G15,s_75.png,L1G15_s_75.png,1,"45,6",1
1,L1G15,s_81.png,L1G15_s_81.png,1,"50,1",1
1,L1G15,s_82.png,L1G15_s_82.png,1,"54,1",1
1,L1G15,s_83.png,L1G15_s_83.png,1,"53,9",1
1,L1G15,s_84.png,L1G15_s_84.png,1,"57,9",1
1,L1G15,s_85.png,L1G15_s_85.png,1,"37,7",1
1,L1G15,s_91.png,L1G15_s_91.png,1,"53,9",1
1,L1G15,s_92.png,L1G15_s_92.png,1,32,0
1,L1G15,s_93.png,L1G15_s_93.png,1,"51,1",1
1,L1G15,s_94.png,L1G15_s_94.png,1,"42,9",1
1,L1G15,s_95.png,L1G15_s_95.png,1,"39,3",1
1,L1G15,s_101.png,L1G15_s_101.png,1,"44,6",1
1,L1G15,s_102.png,L1G15_s_102.png,1,"62,2",1
1,L1G15,s_103.png,L1G15_s_103.png,1,"47,1",1
1,L1G15,s_104.png,L1G15_s_104.png,1,45,1
1,L1G15,s_105.png,L1G15_s_105.png,1,"36,7",1
1,L1G16,s_11.png,L1G16_s_11.png,1,"20,4",0
1,L1G16,s_12.png,L1G16_s_12.png,1,"28,1",0
1,L1G16,s_13.png,L1G16_s_13.png,1,"49,7",1
1,L1G16,s_14.png,L1G16_s_14.png,0,0,0
1,L1G16,s_15.png,L1G16_s_15.png,1,"58,7",1
1,L1G16,s_21.png,L1G16_s_21.png,1,"57,4",1
1,L1G16,s_22.png,L1G16_s_22.png,1,"34,2",0
1,L1G16,s_23.png,L1G16_s_23.png,1,"45,7",1
1,L1G16,s_24.png,L1G16_s_24.png,1,"33,9",0
1,L1G16,s_25.png,L1G16_s_25.png,1,"22,7",0
1,L1G16,s_31.png,L1G16_s_31.png,1,41,1
1,L1G16,s_32.png,L1G16_s_32.png,1,"49,2",1
1,L1G16,s_33.png,L1G16_s_33.png,1,"28,8",0
1,L1G16,s_34.png,L1G16_s_34.png,1,"20,9",0
1,L1G16,s_35.png,L1G16_s_35.png,1,"42,1",1
1,L1G16,s_41.png,L1G16_s_41.png,1,"48,4",1
1,L1G16,s_42.png,L1G16_s_42.png,1,"57,3",1
1,L1G16,s_43.png,L1G16_s_43.png,1,"48,6",1
1,L1G16,s_44.png,L1G16_s_44.png,1,"54,5",1
1,L1G16,s_45.png,L1G16_s_45.png,1,"36,4",1
1,L1G16,s_51.png,L1G16_s_51.png,1,"28,4",0
1,L1G16,s_52.png,L1G16_s_52.png,1,"47,6",1
1,L1G16,s_53.png,L1G16_s_53.png,1,"50,9",1
1,L1G16,s_54.png,L1G16_s_54.png,1,"48,1",1
1,L1G16,s_55.png,L1G16_s_55.png,1,"33,8",0
1,L1G16,s_61.png,L1G16_s_61.png,1,"36,7",1
1,L1G16,s_62.png,L1G16_s_62.png,1,"48,9",1
1,L1G16,s_63.png,L1G16_s_63.png,1,"38,8",1
1,L1G16,s_64.png,L1G16_s_64.png,1,"32,1",0
1,L1G16,s_65.png,L1G16_s_65.png,1,"50,6",1
1,L1G16,s_71.png,L1G16_s_71.png,0,0,0
1,L1G16,s_72.png,L1G16_s_72.png,1,"66,6",1
1,L1G16,s_73.png,L1G16_s_73.png,1,"58,7",1
1,L1G16,s_74.png,L1G16_s_74.png,1,"52,3",1
1,L1G16,s_75.png,L1G16_s_75.png,1,"37,1",1
1,L1G16,s_81.png,L1G16_s_81.png,1,"58,1",1
1,L1G16,s_82.png,L1G16_s_82.png,1,"54,2",1
1,L1G16,s_83.png,L1G16_s_83.png,1,"67,9",1
1,L1G16,s_84.png,L1G16_s_84.png,1,"53,7",1
1,L1G16,s_85.png,L1G16_s_85.png,1,"36,5",1
1,L1G16,s_91.png,L1G16_s_91.png,1,"43,4",1
1,L1G16,s_92.png,L1G16_s_92.png,1,"56,4",1
1,L1G16,s_93.png,L1G16_s_93.png,1,"47,4",1
1,L1G16,s_94.png,L1G16_s_94.png,1,"43,1",1
1,L1G16,s_95.png,L1G16_s_95.png,1,40,1
1,L1G16,s_101.png,L1G16_s_101.png,1,"49,5",1
1,L1G16,s_102.png,L1G16_s_102.png,1,"49,1",1
1,L1G16,s_103.png,L1G16_s_103.png,1,"52,1",1
1,L1G16,s_104.png,L1G16_s_104.png,0,0,0
1,L1G16,s_105.png,L1G16_s_105.png,1,"30,2",0
1,L1G17,s_11.png,L1G17_s_11.png,1,"45,9",1
1,L1G17,s_12.png,L1G17_s_12.png,1,"59,1",1
1,L1G17,s_13.png,L1G17_s_13.png,1,"31,7",0
1,L1G17,s_14.png,L1G17_s_14.png,1,"56,7",1
1,L1G17,s_15.png,L1G17_s_15.png,1,"55,3",1
1,L1G17,s_21.png,L1G17_s_21.png,1,"54,3",1
1,L1G17,s_22.png,L1G17_s_22.png,1,"66,8",1
1,L1G17,s_23.png,L1G17_s_23.png,1,"44,9",1
1,L1G17,s_24.png,L1G17_s_24.png,1,"28,1",0
1,L1G17,s_25.png,L1G17_s_25.png,1,"31,8",0
1,L1G17,s_31.png,L1G17_s_31.png,1,"57,5",1
1,L1G17,s_32.png,L1G17_s_32.png,1,"52,8",1
1,L1G17,s_33.png,L1G17_s_33.png,1,"39,3",1
1,L1G17,s_34.png,L1G17_s_34.png,1,"52,9",1
1,L1G17,s_35.png,L1G17_s_35.png,1,"31,2",0
1,L1G17,s_41.png,L1G17_s_41.png,1,"60,2",1
1,L1G17,s_42.png,L1G17_s_42.png,1,"33,1",0
1,L1G17,s_43.png,L1G17_s_43.png,1,"62,5",1
1,L1G17,s_44.png,L1G17_s_44.png,1,"48,6",1
1,L1G17,s_45.png,L1G17_s_45.png,1,"43,5",1
1,L1G17,s_51.png,L1G17_s_51.png,1,"56,6",1
1,L1G17,s_52.png,L1G17_s_52.png,1,"69,7",1
1,L1G17,s_53.png,L1G17_s_53.png,1,"39,6",1
1,L1G17,s_54.png,L1G17_s_54.png,1,"51,4",1
1,L1G17,s_55.png,L1G17_s_55.png,1,53,1
1,L1G17,s_61.png,L1G17_s_61.png,1,"43,4",1
1,L1G17,s_62.png,L1G17_s_62.png,1,"57,6",1
1,L1G17,s_63.png,L1G17_s_63.png,1,"51,5",1
